participant_id,age,age_20_or_above,gender,race_ethnicity,first_generation,family_income_bracket,pell_grant,loan_status,dependent_care,institution_control,institution_selectivity,tuition_fees_thousand,major_group,commute_minutes,hs_gpa,english_proficiency,remedial_coursework,enrollment_status,enrollment_units,credits_attempted,credits_earned,course_completion_rate,off_campus_work_hours,high_work_intensity,oncampus_work_hours,total_work_hours,job_related_to_major,schedule_variability,schedule_control,study_hours_per_week,sleep_hours,fin_strain_pay_tuition,fin_strain_living_costs,fin_strain_food_housing,fin_strain_need_work_income,engage_study_effort,engage_class_attendance,engage_class_participation,engage_faculty_contact,engage_peer_learning,support_advising_quality,support_faculty_care,support_belonging,support_resource_use,efficacy_manage_time,efficacy_complete_assignments,efficacy_ask_for_help,efficacy_recover_setbacks,work_conflict_missed_study,work_conflict_schedule_overlap,work_conflict_tired_in_class,work_conflict_missed_campus,work_value_applies_learning,work_value_career_skills,work_value_professional_network,work_value_motivation,wellbeing_stress,wellbeing_exhaustion,wellbeing_sleep_problems,wellbeing_overwhelmed,financial_strain_index,academic_engagement_index,institution_support_index,self_efficacy_index,work_academic_conflict_index,work_career_value_index,mental_strain_index,term_gpa,cumulative_gpa,persistence_score,enrolled_next_year,not_persisted
406,20,1,woman,white,0,middle,0,1,0,public,moderately_selective,4.2,stem,44,2.97,3.42,0,full_time,14.8,14.8,12.4,0.838,11,0,0,11,0,3,3,13.0,6.3,4,2,2,3,5,3,3,5,4,3,2,1,2,3,2,2,1,2,2,3,2,1,3,5,4,4,4,3,4,2.75,4.0,2.0,2.0,2.25,3.25,3.75,2.35,2.44,3.31,1,0
407,18,0,woman,white,0,low,0,0,0,public,open_access,5.3,stem,19,2.72,3.58,1,full_time,15.2,15.2,11.6,0.763,15,0,6,21,1,3,2,4.1,7.8,3,1,1,2,2,2,2,2,4,3,2,4,2,1,1,1,1,2,3,3,2,1,2,2,1,3,2,2,3,1.75,2.4,2.75,1.0,2.5,1.5,2.5,2.2,2.52,3.35,1,0
408,19,0,woman,white,0,middle,1,1,0,private_nonprofit,moderately_selective,9.3,stem,23,2.04,3.38,0,full_time,10.6,10.6,7.5,0.711,23,1,0,23,1,2,4,1.0,7.3,4,4,3,3,2,3,3,3,2,2,3,3,5,2,1,3,2,3,3,3,2,3,3,2,5,4,3,3,3,3.5,2.6,3.25,2.0,2.75,3.25,3.25,1.8,1.76,2.82,0,1
409,19,0,woman,asian,1,middle,0,1,0,public,highly_selective,7.7,social_science,16,2.63,3.72,0,full_time,14.4,14.4,12.3,0.856,16,0,0,16,1,1,5,10.4,8.3,2,3,2,3,4,3,2,5,3,2,2,3,3,5,5,3,3,3,3,2,1,5,5,5,5,1,1,1,1,2.5,3.4,2.5,4.0,2.25,5.0,1.0,2.57,2.64,3.67,1,0
410,18,0,woman,white,0,high,0,1,0,public,minimally_selective,4.5,social_science,60,2.8,3.62,0,full_time,14.3,14.3,14.3,1.0,12,0,0,12,1,1,3,16.1,7.0,1,3,2,2,3,5,5,5,5,3,3,3,2,4,3,3,4,1,3,2,3,2,2,2,3,1,2,1,1,2.0,4.6,2.75,3.5,2.25,2.25,1.25,3.33,2.92,4.15,1,0
411,24,1,woman,hispanic_latino,0,low,1,1,0,public,minimally_selective,6.9,business,34,3.65,3.99,1,full_time,8.4,8.4,5.7,0.679,41,1,0,41,1,4,2,1.0,5.4,3,5,4,4,2,3,2,3,3,5,4,5,3,3,3,1,4,5,5,5,5,3,3,5,3,5,4,5,5,4.0,2.6,4.25,2.75,5.0,3.5,4.75,2.64,2.92,3.42,1,0
412,18,0,man,hispanic_latino,1,low,0,0,0,public,minimally_selective,4.9,health,49,3.22,3.06,1,full_time,11.0,11.0,7.2,0.654,21,1,7,28,0,1,3,6.5,6.2,5,3,4,3,3,2,4,3,3,4,3,1,4,4,3,3,4,5,2,3,3,3,3,2,1,3,5,3,4,3.75,3.0,3.0,3.5,3.25,2.25,3.75,2.72,3.03,3.13,0,1
413,18,0,man,hispanic_latino,0,middle,0,1,0,public,open_access,6.5,health,11,1.92,3.24,1,full_time,12.2,12.2,9.0,0.741,20,0,0,20,1,4,4,10.2,7.2,1,4,2,2,3,3,3,3,3,4,4,4,5,2,2,3,2,2,3,1,4,3,4,2,4,2,1,5,3,2.25,3.0,4.25,2.25,2.5,3.25,2.75,1.74,1.6,3.67,1,0
414,19,0,woman,hispanic_latino,0,low,0,1,0,public,moderately_selective,6.4,arts_humanities,26,2.95,1.99,0,full_time,11.9,11.9,11.2,0.943,16,0,0,16,0,3,4,15.5,6.9,3,5,3,2,2,5,4,3,4,5,4,4,4,4,4,4,5,3,3,2,5,3,2,4,2,3,3,2,1,3.25,3.6,4.25,4.25,3.25,2.75,2.25,3.21,2.98,3.73,1,0
415,20,1,woman,white,0,low,1,0,0,public,minimally_selective,4.9,social_science,46,2.85,3.59,0,part_time,9.2,9.2,5.9,0.639,30,1,0,30,1,3,2,7.2,5.6,5,3,3,5,2,3,3,2,2,3,5,2,5,2,1,3,1,4,4,3,4,3,3,2,3,4,4,5,4,4.0,2.4,3.75,1.75,3.75,2.75,4.25,1.36,2.03,2.52,1,0
416,39,1,man,asian,1,high,0,1,0,public,moderately_selective,7.6,stem,32,3.59,3.51,0,full_time,12.7,12.7,10.6,0.837,45,1,0,45,0,5,1,1.6,6.5,3,1,2,2,4,4,5,3,3,5,2,3,4,4,4,3,2,5,5,5,3,2,4,4,2,2,2,1,1,2.0,3.8,3.5,3.25,4.5,3.0,1.5,2.9,3.03,3.82,1,0
417,21,1,man,white,0,middle,0,1,0,public,open_access,5.4,business,38,3.63,5.0,0,full_time,11.1,11.1,9.6,0.867,25,1,0,25,0,3,1,12.9,5.2,3,4,2,2,4,2,2,3,4,1,1,1,1,4,3,4,4,4,3,4,3,5,3,3,4,3,3,2,2,2.75,3.0,1.0,3.75,3.5,3.75,2.5,3.9,3.74,3.7,1,0
418,23,1,man,white,0,high,0,0,0,private_nonprofit,minimally_selective,8.6,social_science,88,2.75,3.53,0,full_time,15.4,15.4,12.1,0.785,13,0,0,13,0,2,3,10.5,7.4,2,2,3,5,4,4,4,4,4,3,4,2,5,5,4,2,2,1,1,1,1,3,2,2,2,2,2,4,3,3.0,4.0,3.5,3.25,1.0,2.25,2.75,2.84,2.85,3.13,0,1
419,22,1,nonbinary_or_other,white,1,middle,0,1,1,public,highly_selective,7.1,arts_humanities,29,2.81,2.69,0,full_time,12.3,12.3,6.9,0.557,40,1,0,40,0,5,2,1.0,6.0,4,4,3,3,1,1,1,1,1,1,2,3,1,4,2,2,4,5,4,5,5,2,4,4,3,4,5,3,3,3.5,1.0,1.75,3.0,4.75,3.25,3.75,0.9,1.54,2.04,0,1
420,21,1,woman,white,0,high,0,0,1,private_nonprofit,moderately_selective,7.7,business,24,3.45,3.95,0,full_time,13.3,13.3,11.2,0.841,23,1,10,33,1,2,5,4.9,6.0,3,3,3,4,1,3,3,3,3,3,3,1,2,3,3,2,2,1,1,1,1,4,2,4,5,5,3,3,1,3.25,2.6,2.25,2.5,1.0,3.75,3.0,2.37,2.74,2.86,1,0
421,19,0,man,white,0,middle,1,1,0,private_for_profit,open_access,7.1,arts_humanities,20,2.33,3.28,1,full_time,14.8,14.8,10.2,0.687,9,0,3,12,1,2,5,7.8,6.7,2,3,3,3,2,3,2,3,2,2,4,1,3,1,3,4,2,1,3,4,1,5,4,4,4,2,3,2,3,2.75,2.4,2.5,2.5,2.25,4.25,2.5,2.18,2.29,3.35,1,0
422,21,1,nonbinary_or_other,white,0,middle,0,1,0,private_nonprofit,moderately_selective,10.2,social_science,42,3.51,3.4,0,part_time,6.7,6.7,5.5,0.82,34,1,3,37,1,3,4,7.1,5.3,5,4,4,3,4,4,2,3,4,1,1,1,1,5,4,3,3,4,3,3,3,3,4,5,3,4,5,5,5,4.0,3.4,1.0,3.75,3.25,3.75,4.75,2.5,2.92,3.08,1,0
423,19,0,woman,hispanic_latino,0,low,1,1,1,private_for_profit,minimally_selective,7.9,health,57,4.0,5.0,0,part_time,8.3,8.3,6.5,0.784,37,1,0,37,0,4,2,1.0,6.1,5,5,5,4,2,2,2,1,1,4,3,2,5,4,3,5,3,5,5,5,5,3,3,3,3,2,2,2,1,4.75,1.6,3.5,3.75,5.0,3.0,1.75,2.99,3.57,3.07,0,1
424,20,1,woman,white,1,high,0,0,0,public,moderately_selective,4.6,health,27,2.55,3.43,0,full_time,17.7,17.7,17.7,1.0,17,0,0,17,0,3,3,19.5,5.8,1,1,1,1,3,3,4,4,5,3,3,2,4,3,4,3,3,1,2,3,1,4,5,3,3,2,4,3,3,1.0,3.8,3.0,3.25,1.75,3.75,3.0,3.18,2.98,4.27,0,1
425,19,0,man,white,1,low,0,0,1,private_nonprofit,open_access,7.2,arts_humanities,21,3.56,4.73,0,full_time,12.8,12.8,12.8,1.0,19,0,0,19,1,1,3,12.8,5.8,3,4,2,2,4,4,5,5,5,4,2,4,3,5,3,5,3,2,3,1,4,5,5,3,3,3,3,5,4,2.75,4.6,3.25,4.0,2.5,4.0,3.75,3.85,3.82,3.89,1,0
426,37,1,man,black,0,low,0,0,0,public,open_access,6.8,stem,26,3.4,3.66,0,full_time,12.9,12.9,10.0,0.779,30,1,0,30,1,4,3,8.5,5.9,5,4,2,5,3,4,5,2,3,3,4,4,3,3,4,5,4,5,5,4,4,3,4,4,3,1,2,1,2,4.0,3.4,3.5,4.0,4.5,3.5,1.5,2.99,2.96,3.84,1,0
427,18,0,woman,asian,0,high,0,0,0,private_for_profit,open_access,7.4,social_science,24,2.94,4.22,0,full_time,10.7,10.7,10.1,0.947,20,0,6,26,1,3,5,17.3,7.0,2,1,3,1,4,4,5,3,5,4,4,5,5,4,3,4,2,3,3,3,2,4,5,3,5,2,3,2,3,1.75,4.2,4.5,3.25,2.75,4.25,2.5,3.3,3.31,4.21,1,0
428,34,1,woman,hispanic_latino,1,middle,1,0,0,public,highly_selective,8.8,business,28,3.13,4.31,1,full_time,13.0,13.0,9.6,0.74,20,0,5,25,1,1,3,16.0,6.1,2,4,3,3,3,2,4,4,2,2,2,2,3,2,3,4,3,2,3,1,3,5,5,5,4,5,3,4,5,3.0,3.0,2.25,3.0,2.25,4.75,4.25,2.26,2.39,3.4,1,0
429,33,1,woman,asian,0,high,0,1,1,public,minimally_selective,6.1,business,40,2.85,3.69,0,full_time,12.7,12.7,10.0,0.784,34,1,0,34,1,5,2,8.9,5.1,1,1,3,1,4,4,4,1,3,2,2,2,1,5,4,3,4,4,5,4,5,4,3,4,4,1,2,2,2,1.5,3.2,1.75,4.0,4.5,3.75,1.75,3.18,3.18,3.44,1,0
430,18,0,nonbinary_or_other,white,0,low,1,0,0,public,open_access,6.0,health,38,2.2,3.41,0,full_time,9.9,9.9,8.7,0.874,12,0,0,12,1,3,4,1.0,7.0,1,4,4,2,2,4,3,2,2,3,4,3,3,2,1,1,2,2,3,2,1,3,4,2,2,3,2,3,3,2.75,2.6,3.25,1.5,2.0,2.75,2.75,2.48,2.45,3.25,1,0
431,19,0,woman,hispanic_latino,0,middle,1,0,0,public,moderately_selective,5.8,stem,40,3.14,3.23,0,full_time,11.5,11.5,10.9,0.952,14,0,0,14,1,3,5,16.0,6.6,1,2,2,1,3,4,5,4,3,4,5,3,3,4,2,4,2,2,2,3,3,4,5,3,3,2,3,2,3,1.5,3.8,3.75,3.0,2.5,3.75,2.5,3.21,3.25,4.13,1,0
432,19,0,woman,white,0,middle,1,0,0,public,minimally_selective,5.9,stem,30,2.53,3.9,1,full_time,13.4,13.4,11.3,0.843,17,0,0,17,1,1,3,10.0,5.9,4,2,2,3,3,2,1,2,3,3,4,3,4,4,2,4,4,3,3,5,4,3,5,4,3,3,3,2,5,2.75,2.2,3.5,3.5,3.75,3.75,3.25,2.49,2.39,3.04,1,0
433,19,0,woman,white,1,middle,0,1,0,public,moderately_selective,5.1,stem,17,3.25,3.75,1,full_time,15.6,15.6,15.6,1.0,10,0,0,10,0,2,4,17.1,6.9,3,3,4,4,5,4,4,5,5,4,4,4,4,3,5,5,3,1,3,1,1,4,3,4,3,1,3,2,2,3.5,4.6,4.0,4.0,1.5,3.5,2.0,3.47,3.46,4.3,1,0
434,24,1,man,white,0,high,0,0,0,public,open_access,4.6,stem,29,3.06,3.61,1,full_time,15.9,15.9,15.9,1.0,12,0,6,18,0,2,3,19.5,7.1,1,1,1,2,5,4,5,4,5,2,2,4,3,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1.25,4.6,2.75,4.0,1.5,1.0,1.0,3.71,3.37,4.2,1,0
435,18,0,woman,asian,0,low,0,1,0,private_nonprofit,moderately_selective,7.4,arts_humanities,40,2.36,4.03,0,full_time,15.6,15.6,12.1,0.775,34,1,0,34,1,3,5,12.6,5.8,5,4,3,3,5,3,4,3,4,2,1,1,1,4,5,3,5,4,2,3,2,1,1,1,1,2,2,4,3,3.75,3.8,1.25,4.25,2.75,1.0,2.75,2.36,2.57,3.31,1,0
436,19,0,man,asian,0,low,1,1,0,public,moderately_selective,8.0,health,32,2.83,2.91,0,full_time,11.1,11.1,9.9,0.892,19,0,0,19,0,3,4,5.0,6.6,4,5,5,5,4,2,3,1,1,3,3,5,3,1,1,2,2,3,2,3,3,3,3,4,3,4,2,3,4,4.75,2.2,3.5,1.5,2.75,3.25,3.25,2.08,2.28,3.18,1,0
437,18,0,man,black,1,low,1,0,0,public,minimally_selective,4.9,arts_humanities,29,2.62,3.58,1,part_time,11.7,11.7,8.5,0.724,17,0,0,17,1,2,3,9.8,6.2,4,5,5,5,4,4,3,3,4,2,2,3,2,3,2,3,3,4,2,4,3,3,2,4,3,4,2,4,4,4.75,3.6,2.25,2.75,3.25,3.0,3.5,1.51,1.68,2.79,0,1
438,18,0,woman,white,1,high,0,1,0,public,open_access,5.7,other,24,2.25,3.24,0,full_time,13.9,13.9,10.5,0.758,17,0,0,17,1,3,3,1.0,6.2,1,2,1,1,3,2,1,2,3,5,4,5,5,1,1,1,2,3,2,2,3,5,4,4,4,2,1,3,1,1.25,2.2,4.75,1.25,2.5,4.25,1.75,3.08,2.74,3.86,1,0
439,40,1,man,asian,1,middle,1,0,0,private_nonprofit,moderately_selective,7.8,stem,23,2.75,2.43,0,part_time,9.3,9.3,8.7,0.93,35,1,5,40,0,5,3,15.1,4.9,2,1,1,1,1,5,4,3,5,5,3,3,3,5,3,4,4,3,3,4,3,4,2,2,1,3,3,2,4,1.25,3.6,3.5,4.0,3.25,2.25,3.0,2.98,2.8,3.42,0,1
440,18,0,woman,white,1,low,1,0,0,public,minimally_selective,7.5,stem,26,2.09,4.06,0,full_time,10.5,10.5,5.6,0.535,23,1,0,23,0,5,2,1.0,4.6,4,4,4,3,1,1,2,1,1,2,3,3,4,2,3,1,3,5,5,5,5,1,2,4,4,5,5,5,5,3.75,1.2,3.0,2.25,5.0,2.75,5.0,0.5,1.02,1.93,0,1
441,22,1,man,white,0,low,0,1,0,public,open_access,3.0,stem,29,3.92,3.86,0,part_time,14.7,14.7,11.4,0.778,42,1,5,47,0,5,1,2.4,5.2,3,1,2,2,2,3,2,3,1,1,1,1,1,4,4,5,4,5,5,5,4,3,5,1,2,2,2,4,5,2.0,2.2,1.0,4.25,4.75,2.75,3.25,3.18,3.3,3.13,1,0
442,30,1,man,white,0,low,0,0,0,private_nonprofit,minimally_selective,8.3,stem,34,3.63,4.07,0,full_time,10.5,10.5,8.4,0.799,27,1,0,27,0,4,2,9.1,6.0,3,4,3,4,4,2,4,4,5,2,3,3,4,4,3,2,3,4,3,4,4,3,3,3,3,4,4,3,4,3.5,3.8,3.0,3.0,3.75,3.0,3.75,3.01,3.11,3.52,1,0
443,27,1,man,hispanic_latino,0,low,1,1,0,public,open_access,5.1,stem,31,2.77,3.08,0,full_time,12.8,12.8,8.2,0.643,30,1,0,30,0,2,2,3.7,6.4,2,2,2,1,2,1,1,4,2,3,3,5,5,5,4,3,3,4,4,3,4,4,2,3,5,2,2,1,2,1.75,2.0,4.0,3.75,3.75,3.5,1.75,2.4,2.73,3.13,1,0
444,19,0,woman,white,0,middle,0,0,0,public,open_access,5.7,stem,20,2.93,4.14,0,full_time,18.0,18.0,18.0,1.0,14,0,0,14,0,3,4,17.2,7.8,2,1,2,1,4,5,3,5,4,3,3,3,2,5,5,5,4,2,3,2,2,3,1,2,2,1,1,2,2,1.5,4.2,2.75,4.75,2.25,2.0,1.5,3.54,3.36,4.07,1,0
445,23,1,man,white,0,high,1,0,0,private_for_profit,minimally_selective,6.2,health,21,2.59,3.71,0,full_time,13.2,13.2,10.9,0.822,17,0,4,21,0,3,3,2.1,6.6,2,1,3,2,2,3,3,2,2,4,3,2,4,2,4,2,4,2,2,3,3,2,3,3,4,4,2,3,3,2.0,2.4,3.25,3.0,2.5,3.0,3.0,2.81,2.8,3.46,1,0
446,21,1,man,white,0,high,0,1,0,private_nonprofit,minimally_selective,7.1,business,32,2.77,3.36,0,full_time,14.0,14.0,9.0,0.644,34,1,6,40,1,5,2,8.8,5.8,2,1,2,2,4,3,1,3,3,3,5,2,4,4,5,4,5,4,4,3,4,3,1,3,3,3,4,2,5,1.75,2.8,3.5,4.5,3.75,2.5,3.5,2.87,3.05,3.52,1,0
447,18,0,woman,black,0,high,0,1,0,public,minimally_selective,6.2,health,15,2.66,2.71,0,full_time,12.0,12.0,11.3,0.938,17,0,4,21,1,3,5,13.0,7.0,2,1,1,2,4,2,3,3,3,3,3,4,3,3,4,5,3,3,3,3,4,4,3,3,5,3,2,2,3,1.5,3.0,3.25,3.75,3.25,3.75,2.5,2.98,2.82,3.92,0,1
448,18,0,woman,white,0,middle,0,1,0,public,highly_selective,6.4,business,33,2.77,3.46,1,full_time,12.5,12.5,9.3,0.746,20,0,8,28,0,2,3,8.4,6.0,1,2,2,3,4,4,1,3,2,2,3,3,4,2,3,3,3,3,3,2,1,2,3,2,2,3,3,3,3,2.0,2.8,3.0,2.75,2.25,2.25,3.0,1.89,1.93,3.31,1,0
449,21,1,man,hispanic_latino,0,low,1,0,0,public,minimally_selective,7.0,stem,41,3.06,3.99,0,full_time,9.4,9.4,7.4,0.789,35,1,0,35,1,4,5,3.3,6.4,3,4,4,5,4,3,5,4,2,3,4,2,3,1,3,4,2,4,4,4,4,5,4,5,3,3,4,5,4,4.0,3.6,3.0,2.5,4.0,4.25,4.0,2.67,2.73,3.38,1,0
450,18,0,woman,hispanic_latino,1,middle,1,1,0,public,minimally_selective,6.2,stem,24,2.81,3.6,1,full_time,12.6,12.6,11.6,0.922,20,0,7,27,1,2,3,8.2,7.5,4,4,4,1,3,3,5,3,4,5,5,4,5,2,3,4,5,3,4,3,1,2,1,3,1,2,1,2,3,3.25,3.6,4.75,3.5,2.75,1.75,2.0,2.65,2.65,3.91,0,1
451,19,0,man,white,0,high,1,1,0,public,minimally_selective,3.7,health,27,2.58,2.83,1,full_time,10.6,10.6,7.6,0.719,32,1,0,32,1,4,3,3.9,6.3,2,3,1,1,2,3,1,3,3,5,4,2,4,3,1,4,4,4,2,4,5,4,3,2,4,3,4,3,2,1.75,2.4,3.75,3.0,3.75,3.25,3.0,2.59,2.8,3.16,1,0
452,18,0,man,white,0,low,1,1,0,public,moderately_selective,5.7,stem,28,2.45,3.97,1,part_time,8.7,8.7,7.0,0.8,15,0,5,20,0,2,5,13.0,7.1,3,3,5,3,2,4,4,4,2,3,4,2,2,2,3,1,4,2,2,2,1,2,3,3,3,2,5,2,3,3.5,3.2,2.75,2.5,1.75,2.75,3.0,2.12,2.14,3.47,0,1
453,19,0,man,hispanic_latino,1,high,0,0,0,public,moderately_selective,7.1,arts_humanities,34,3.04,3.0,0,full_time,17.3,17.3,16.1,0.929,12,0,0,12,0,2,5,7.6,6.2,3,2,2,3,3,3,3,4,3,2,4,5,3,3,3,3,3,2,2,3,3,3,2,3,4,3,2,3,2,2.5,3.2,3.5,3.0,2.5,3.0,2.5,3.36,3.06,3.99,1,0
454,24,1,woman,black,1,low,1,1,1,public,open_access,5.1,business,33,2.74,3.93,0,part_time,12.1,12.1,10.2,0.843,27,1,0,27,0,3,3,14.1,6.5,5,5,5,5,3,3,2,3,3,4,3,4,4,5,5,3,5,4,5,4,4,2,4,3,4,4,4,3,3,5.0,2.8,3.75,4.5,4.25,3.25,3.5,2.79,3.02,3.49,1,0
455,20,1,woman,hispanic_latino,0,middle,1,0,0,public,moderately_selective,6.2,stem,59,3.34,2.77,0,full_time,13.2,13.2,9.3,0.704,27,1,0,27,1,3,2,4.3,7.2,2,4,4,4,3,1,2,3,1,3,1,5,5,3,3,3,4,5,3,3,3,3,2,3,4,3,4,3,3,3.5,2.0,3.5,3.25,3.5,3.0,3.25,2.4,2.66,2.97,1,0
456,21,1,man,white,1,middle,0,0,0,public,moderately_selective,6.8,stem,49,2.52,2.18,0,part_time,10.7,10.7,5.6,0.526,38,1,0,38,0,5,2,1.0,5.1,4,3,3,4,1,1,1,1,1,1,2,2,2,2,3,4,3,5,5,2,4,2,4,2,3,4,5,4,1,3.5,1.0,1.75,3.0,4.0,2.75,3.5,0.91,1.37,1.9,0,1
457,18,0,man,black,1,middle,0,0,0,public,moderately_selective,7.4,stem,15,2.32,3.59,1,full_time,12.8,12.8,6.5,0.51,30,1,0,30,1,3,4,1.0,6.1,4,5,3,5,1,1,1,1,2,2,2,4,5,3,2,1,3,3,3,3,2,3,2,2,2,4,5,4,5,4.25,1.2,3.25,2.25,2.75,2.25,4.5,1.03,1.69,1.78,0,1
458,24,1,woman,multiracial_or_other,1,low,0,0,0,public,minimally_selective,5.1,stem,41,1.92,3.93,0,part_time,11.0,11.0,7.6,0.695,30,1,0,30,0,4,2,7.5,6.8,2,4,5,2,2,2,2,3,4,4,3,3,4,4,4,4,4,4,4,3,5,3,1,3,2,4,3,3,4,3.25,2.6,3.5,4.0,4.0,2.25,3.5,1.98,1.86,2.38,0,1
459,22,1,woman,hispanic_latino,0,middle,1,0,0,private_nonprofit,open_access,5.3,other,43,2.89,3.2,0,full_time,14.9,14.9,11.7,0.788,20,0,0,20,0,4,3,9.4,5.9,2,2,2,3,3,2,2,5,3,3,1,1,2,2,3,4,1,3,3,3,3,3,3,3,2,3,4,4,4,2.25,3.0,1.75,2.5,3.0,2.75,3.75,2.41,2.91,3.6,1,0
460,19,0,woman,hispanic_latino,0,high,0,1,0,public,minimally_selective,7.0,stem,15,3.46,3.28,0,full_time,17.1,17.1,16.2,0.95,16,0,0,16,0,1,5,17.0,6.6,2,1,1,1,4,3,4,5,3,2,3,2,3,2,5,3,3,3,1,3,2,3,3,4,2,1,4,2,2,1.25,3.8,2.5,3.25,2.25,3.0,2.25,2.89,3.03,3.7,1,0
461,19,0,woman,white,1,middle,0,0,0,public,moderately_selective,6.9,stem,23,2.97,3.12,0,full_time,18.0,18.0,18.0,1.0,10,0,0,10,1,1,5,20.1,6.9,4,3,5,3,3,4,4,3,4,2,3,3,4,5,5,5,5,1,1,1,3,3,3,3,2,2,3,2,4,3.75,3.6,3.0,5.0,1.5,2.75,2.75,3.61,3.24,3.64,1,0
462,36,1,woman,white,1,high,0,0,0,public,minimally_selective,7.2,stem,70,3.02,3.99,1,part_time,10.8,10.8,7.3,0.678,34,1,0,34,0,3,4,1.0,5.7,4,4,2,4,3,2,2,2,2,2,4,3,2,5,4,5,3,3,3,3,2,1,1,2,1,3,3,3,2,3.5,2.2,2.75,4.25,2.75,1.25,2.75,2.79,2.45,2.96,0,1
463,22,1,woman,white,1,low,0,0,1,public,minimally_selective,4.8,other,59,3.52,4.0,1,full_time,14.5,14.5,12.2,0.839,33,1,4,37,1,3,1,6.6,5.0,5,5,4,4,3,4,5,4,4,2,4,4,2,4,4,2,5,4,4,4,4,2,2,2,2,5,4,4,5,4.5,4.0,3.0,3.75,4.0,2.0,4.5,3.16,3.19,4.07,1,0
464,19,0,man,multiracial_or_other,1,high,0,0,0,public,minimally_selective,4.0,health,16,2.69,3.12,1,part_time,13.9,13.9,11.5,0.826,20,0,0,20,1,3,3,13.8,6.7,1,1,2,2,4,4,5,3,4,1,1,2,2,3,3,5,3,1,3,2,3,4,4,5,5,3,2,2,1,1.5,4.0,1.5,3.5,2.25,4.5,2.0,2.66,2.4,3.3,1,0
465,29,1,man,asian,1,high,0,1,0,public,highly_selective,7.2,business,49,3.08,3.79,0,full_time,8.6,8.6,6.9,0.797,37,1,0,37,1,3,2,2.0,4.7,4,3,3,1,2,2,3,2,5,3,3,1,2,3,3,3,4,4,5,5,5,4,5,3,5,5,4,4,3,2.75,2.8,2.25,3.25,4.75,4.25,4.0,2.18,2.41,3.48,1,0
466,19,0,woman,hispanic_latino,1,high,1,0,0,public,minimally_selective,6.0,business,37,1.68,2.93,1,full_time,14.8,14.8,8.0,0.542,18,0,1,19,0,5,4,4.1,6.2,4,5,4,4,2,1,1,1,1,3,4,3,3,1,1,1,1,3,2,4,3,3,1,3,1,4,3,3,4,4.25,1.2,3.25,1.0,3.0,2.0,3.5,0.97,0.93,2.98,1,0
467,19,0,woman,hispanic_latino,1,low,0,0,0,public,minimally_selective,5.1,health,49,3.18,4.08,1,full_time,11.3,11.3,7.4,0.655,24,1,0,24,0,3,3,6.2,5.1,5,4,4,4,2,1,1,3,4,3,2,4,2,2,2,2,3,3,3,3,2,1,1,2,2,3,4,4,5,4.25,2.2,2.75,2.25,2.75,1.5,4.0,1.99,2.4,2.45,1,0
468,19,0,woman,black,0,low,0,0,0,private_nonprofit,minimally_selective,5.8,social_science,29,2.6,3.86,1,full_time,14.7,14.7,6.7,0.456,43,1,0,43,1,5,1,1.0,5.2,5,4,5,3,1,2,2,1,2,3,2,2,3,3,3,3,3,5,3,3,5,1,1,1,1,5,5,3,5,4.25,1.6,2.5,3.0,4.0,1.0,4.5,0.99,1.55,1.94,0,1
469,19,0,man,asian,0,middle,0,0,0,public,minimally_selective,6.2,health,18,2.99,4.0,0,full_time,16.0,16.0,13.6,0.848,16,0,0,16,1,2,4,9.8,6.7,2,3,2,4,4,5,4,5,4,2,3,3,4,3,1,3,5,3,3,3,3,3,3,2,3,1,1,1,2,2.75,4.4,3.0,3.0,3.0,2.75,1.25,2.74,3.12,4.08,1,0
470,18,0,woman,hispanic_latino,1,middle,0,0,0,public,minimally_selective,4.6,stem,43,2.47,2.72,1,part_time,10.1,10.1,5.3,0.528,26,1,0,26,1,4,2,3.6,5.6,4,4,4,4,1,1,3,2,5,4,4,3,2,2,2,4,2,5,3,4,5,2,2,3,2,4,2,4,4,4.0,2.4,3.25,2.5,4.25,2.25,3.5,1.22,1.62,2.74,1,0
471,20,1,man,asian,0,middle,0,1,0,public,moderately_selective,6.8,business,48,2.78,3.12,0,full_time,14.5,14.5,13.4,0.923,14,0,0,14,1,2,3,7.1,7.1,4,2,3,3,4,2,2,2,3,1,3,1,2,3,3,4,3,2,1,4,3,5,4,3,5,4,2,3,2,3.0,2.6,1.75,3.25,2.5,4.25,2.75,1.73,1.99,3.55,1,0
472,22,1,woman,hispanic_latino,0,low,1,1,0,public,open_access,4.8,stem,25,3.49,3.81,0,full_time,12.9,12.9,7.4,0.576,37,1,0,37,0,5,2,4.6,5.5,5,4,5,5,2,1,1,1,2,4,3,4,5,3,3,2,2,5,4,5,5,1,1,1,1,3,3,4,4,4.75,1.4,4.0,2.5,4.75,1.0,3.5,1.98,2.26,2.71,0,1
473,20,1,man,asian,0,high,0,1,0,public,open_access,6.6,business,38,3.05,2.84,1,full_time,16.0,16.0,16.0,1.0,11,0,1,12,1,2,5,19.0,7.5,3,2,2,1,5,4,3,3,3,4,5,4,3,4,5,4,4,2,3,2,4,4,4,4,3,2,3,3,2,2.0,3.6,4.0,4.25,2.75,3.75,2.5,3.32,3.19,4.1,0,1
